iter	Passed	Remaining
1112	43519	347494
1113	43560	347467
1114	43601	347446
1115	43641	347408
1116	43680	347374
1117	43721	347348
1118	43762	347320
1119	43801	347286
1120	43841	347250
1121	43881	347216
1122	43922	347194
1123	43959	347135
1124	43997	347092
1125	44036	347048
1126	44075	347009
1127	44114	346970
1128	44153	346931
1129	44192	346890
1130	44231	346855
1131	44272	346824
1132	44310	346782
1133	44350	346746
1134	44389	346707
1135	44428	346663
1136	44467	346626
1137	44507	346595
1138	44545	346547
1139	44585	346514
1140	44624	346472
1141	44666	346460
1142	44705	346415
1143	44746	346392
1144	44782	346334
1145	44823	346307
1146	44863	346274
1147	44902	346235
1148	44943	346206
1149	44981	346159
1150	45022	346133
1151	45062	346104
1152	45103	346082
1153	45143	346046
1154	45183	346012
1155	45223	345986
1156	45264	345960
1157	45305	345932
1158	45345	345904
1159	45387	345880
1160	45427	345855
1161	45469	345832
1162	45509	345799
1163	45548	345762
1164	45587	345724
1165	45629	345707
1166	45672	345694
1167	45711	345652
1168	45751	345619
1169	45795	345621
1170	45836	345593
1171	45875	345552
1172	45916	345525
1173	45955	345489
1174	45995	345453
1175	46034	345418
1176	46074	345384
1177	46115	345354
1178	46154	345319
1179	46195	345289
1180	46235	345261
1181	46274	345220
1182	46313	345180
1183	46352	345135
1184	46392	345102
1185	46431	345065
1186	46471	345030
1187	46509	344982
1188	46550	344957
1189	46589	344921
1190	46630	344890
1191	46669	344854
1192	46708	344810
1193	46747	344775
1194	46788	344745
1195	46828	344717
1196	46867	344671
1197	46907	344637
1198	46946	344597
1199	46985	344559
1200	47023	344515
1201	47065	344496
1202	47107	344475
1203	47150	344466
1204	47192	344445
1205	47232	344415
1206	47274	344394
1207	47315	344367
1208	47356	344345
1209	47396	344308
1210	47436	344278
1211	47479	344261
1212	47519	344232
1213	47559	344200
1214	47599	344168
1215	47639	344134
1216	47679	344101
1217	47719	344063
1218	47760	344037
1219	47800	344003
1220	47839	343968
1221	47882	343956
1222	47920	343907
1223	47961	343881
1224	48000	343839
1225	48038	343792
1226	48078	343757
1227	48119	343730
1228	48158	343694
1229	48198	343656
1230	48238	343623
1231	48276	343579
1232	48317	343548
1233	48353	343492
1234	48396	343474
1235	48435	343437
1236	48476	343413
1237	48516	343376
1238	48556	343346
1239	48597	343320
1240	48639	343299
1241	48679	343264
1242	48718	343221
1243	48757	343184
1244	48800	343171
1245	48839	343131
1246	48879	343100
1247	48920	343069
1248	48960	343035
1249	48999	342996
1250	49038	342953
1251	49078	342925
1252	49117	342885
1253	49155	342836
1254	49194	342795
1255	49234	342761
1256	49270	342699
1257	49310	342664
1258	49351	342640
1259	49395	342634
1260	49437	342614
1261	49477	342579
1262	49518	342552
1263	49561	342536
